Name,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
Reindeer Games ,2000,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Wonder Boys ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deterrence ,1998,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Judy Berlin ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mifune Mifunes sidste sang ,1999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Waiting Game, The ",2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Strikes ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chain of Fools ,2000,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Drowning Mona ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Next Best Thing, The ",2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
What Planet Are You From? ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Beyond the Mat ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ghost Dog: The Way of the Samurai ,1999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Year My Voice Broke, The ",1987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Splendor in the Grass ,1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Tutor ,1983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Legend of Lobo, The ",1962,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Killing of Sister George, The ",1968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Key Largo ,1948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Jail Bait ,1954,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
It Happened Here ,1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I'll Never Forget What's 'is Name ,1967,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For All Mankind ,1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cross of Iron ,1977,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bride of the Monster ,1956,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Born Yesterday ,1950,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Birdy ,1984,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
And God Created Woman ,1988,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Blood Feast ,1963,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Charlie, the Lonesome Cougar ",1967,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Color Me Blood Red ,1965,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Never Cry Wolf ,1983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Night Visitor, The ",1970,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
"Perils of Pauline, The ",1947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Raisin in the Sun, A ",1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Two Thousand Maniacs! ,1964,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Brown's Requiem ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Closer You Get, The ",2000,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mission to Mars ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Ninth Gate, The ",2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Condo Painting ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EastWest Estouest ,1999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Defending Your Life ,1991,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Breaking Away ,1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hoosiers ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bull Durham ,1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dog Day Afternoon ,1975,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
American Graffiti ,1973,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Asphalt Jungle, The ",1950,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
"Searchers, The ",1956,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Where Eagles Dare ,1969,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
"Devil's Brigade, The ",1968,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Big Country, The ",1958,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Any Number Can Win M�lodie en soussol  ,1963,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Betrayed ,1988,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bound for Glory ,1976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bridge at Remagen, The ",1969,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Buck and the Preacher ,1972,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Daughters of the Dust ,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Destination Moon ,1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Fantastic Night, The La Nuit Fantastique ",1949,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Hangmen Also Die ,1943,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Ogre, The Der Unhold ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On the Beach ,1959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Railroaded! ,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Slaves to the Underground ,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Song of Freedom ,1936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Fella ,1937,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Taking of Pelham One Two Three, The ",1974,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Volunteers ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JFK ,1991,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Who's Harry Crumb? ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harry and the Hendersons ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Get Harry ,1986,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Shanghai Surprise ,1986,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Who's That Girl? ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SheDevil ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Date with an Angel ,1987,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Blind Date ,1987,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nadine ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Muppet Movie, The ",1979,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Great Muppet Caper, The ",1981,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Muppets Take Manhattan, The ",1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sesame Street Presents Follow That Bird ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We're Back! A Dinosaur's Story ,1993,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Baby... Secret of the Lost Legend ,1985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Turtle Diary ,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Raise the Titanic ,1980,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Titanic ,1953,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Night to Remember, A ",1958,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Captain Horatio Hornblower ,1951,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
"Carriers Are Waiting, The Les Convoyeurs Attendent ",1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Erin Brockovich ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Final Destination ,2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Soft Fruit ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Babymother ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bear, The ",1988,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Impact ,1949,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Love Is a ManySplendored Thing ,1955,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Mirror, The Zerkalo ",1975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Trial, The Le Proc�s ",1963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crimson Pirate, The ",1952,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Thelma & Louise ,1991,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Something for Everyone ,1970,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
...And Justice for All ,1979,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Animal House ,1978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
She's Gotta Have It ,1986,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
School Daze ,1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Do the Right Thing ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mo' Better Blues ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jungle Fever ,1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Coogan's Bluff ,1968,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Champ, The ",1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Creature Comforts ,1990,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Death Wish ,1974,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Death Wish II ,1982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Death Wish  ,1985,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Death Wish : The Crackdown ,1987,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Death Wish V: The Face of Death ,1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Double Indemnity ,1944,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Dying Young ,1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cool as Ice ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teenage Mutant Ninja Turtles ,1990,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Teenage Mutant Ninja Turtles III ,1993,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Red Dawn ,1984,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Band of the Hand ,1986,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Born American ,1986,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Bloodsport ,1988,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Eyes of Laura Mars ,1978,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Funny Bones ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Good Earth, The ",1937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Good Morning, Vietnam ",1987,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Good Mother, The ",1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grumpy Old Men ,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guess Who's Coming to Dinner ,1967,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Romeo Must Die ,2000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Here on Earth ,2000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Whatever It Takes ,2000,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Buddy Boy ,1999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Color of Paradise, The Range Khoda ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Waking the Dead ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blood and Sand Sangre y Arena ,1989,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Gothic ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hillbillys in a Haunted House ,1967,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lord of the Flies ,1963,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Modern Times ,1936,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Last Resort ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Solar Crisis ,1993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
That's Life! ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heart and Souls ,1993,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hud ,1963,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Hustler, The ",1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inherit the Wind ,1960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dersu Uzala ,1974,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Close Encounters of the Third Kind ,1977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Horror Hotel a.k.a. The City of the Dead ,1960,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Jonah Who Will Be  in the Year  ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Retroactive ,1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
"Place in the Sun, A ",1951,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jacob's Ladder ,1990,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
Empire Records ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bamba, La ",1987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ladyhawke ,1985,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
Lucas ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
High Fidelity ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Price of Glory ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Road to El Dorado, The ",2000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Skulls, The ",2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Autopsy Macchie Solari ,1975,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Devil Girl From Mars ,1954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Dorado, El ",1967,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Hideous Sun Demon, The ",1959,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Hook ,1991,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Horror Express ,1972,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
My Chauffeur ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Son of the Sheik, The ",1926,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Torso Corpi Presentano Tracce di Violenza Carnale ,1973,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True Grit ,1969,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Roadside Prophets ,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Madame Sousatzka ,1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max Dugan Returns ,1983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Midnight Express ,1978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Misery ,1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mr. Saturday Night ,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Murphy's Romance ,1985,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
My Life ,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Solaris Solyaris ,1972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Network ,1976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
No Way Out ,1987,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
North Dallas Forty ,1979,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Odd Couple, The ",1968,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Outlaw Josey Wales, The ",1976,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Black and White ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Frequency ,2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Ready to Rumble ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Return to Me ,2000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Rules of Engagement ,2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Joe Gould's Secret ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Me Myself I ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bell, Book and Candle ",1958,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Bells, The ",1926,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"End of Violence, The ",1997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Force  from Navarone ,1978,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
How to Stuff a Wild Bikini ,1965,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mystery Train ,1989,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sacco and Vanzetti Sacco e Vanzetti ,1971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taffin ,1988,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Arthur ,1981,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bachelor Party ,1984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parenthood ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Predator ,1987,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
"Prince of Tides, The ",1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Postman Always Rings Twice, The ",1981,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Smoking/No Smoking ,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
All the Vermeers in New York ,1990,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Freedom for Us � nous la libert�  ,1931,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Actor's Revenge, An Yukinojo Henge ",1963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Days ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
American Psycho ,2000,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Keeping the Faith ,2000,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Where the Money Is ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East is East ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Filth and the Fury, The ",2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Passion of Mind ,1999,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Third World Cop ,1999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Coming Apart ,1969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diner ,1982,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shakes the Clown ,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cabaret ,1972,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
What Ever Happened to Baby Jane? ,1962,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Prick Up Your Ears ,1987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Auntie Mame ,1958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guys and Dolls ,1955,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Hunger, The ",1983,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Marathon Man ,1976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Caddyshack ,1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gossip ,2000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Love and Basketball ,2000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
U ,2000,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Virgin Suicides, The ",1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jennifer  ,1992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Law, The Le Legge ",1958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Limelight ,1952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phantom Love Ai No Borei ,1978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stacy's Knights ,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Committed ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crow: Salvation, The ",2000,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
"Flintstones in Viva Rock Vegas, The ",2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Where the Heart Is ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Big Kahuna, The ",2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bossa Nova ,1999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Smiling Fish and Goat on Fire ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Idiots, The Idioterne ",1998,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Last September, The ",1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Time Code ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carnosaur ,1993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Carnosaur  ,1995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Carnosaur : Primal Species ,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Defying Gravity ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Hidden, The ",1987,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Two Moon Juction ,1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gladiator ,2000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
I Dreamed of Africa ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Up at the Villa ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Human Traffic ,1999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Jails, Hospitals & HipHop ",2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Tights Les Collants Noirs ,1960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breathless ,1983,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
"Great Locomotive Chase, The ",1956,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"Idolmaker, The ",1980,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inferno ,1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"King of Marvin Gardens, The ",1972,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Kill, Baby... Kill! Operazione Paura ",1966,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Lords of Flatbush, The ",1974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Mom ,1983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Time Masters Les Ma�tres du Temps ,1982,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Battlefield Earth ,2000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Center Stage ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Held Up ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Screwed ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Whipped ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamlet ,2000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anchors Aweigh ,1945,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Blue Hawaii ,1961,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Castaway Cowboy, The ",1974,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
G. I. Blues ,1960,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Gay Deceivers, The ",1969,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gypsy ,1962,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
King Creole ,1958,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
On the Town ,1949,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
One Little Indian ,1973,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Peewee's Big Adventure ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Regret to Inform ,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roustabout ,1964,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Saludos Amigos ,1943,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Slipper and the Rose, The ",1976,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
Things Change ,1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Honeymoon in Vegas ,1992,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Dinosaur ,2000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loser ,2000,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Road Trip ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Small Time Crooks ,2000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Hollywood Knights, The ",1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Myth of Fingerprints, The ",1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Possession ,1981,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
