"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"YES","f2000","f1","f7","f5","WN","BUR","PHX",369
"NO","f2000","f1","f8","f6","WN","BUR","PHX",369
"YES","f2000","f1","f9","f7","WN","BUR","PHX",369
"NO","f2000","f1","f10","f1","WN","BUR","PHX",369
"NO","f2000","f1","f11","f2","WN","BUR","PHX",369
"NO","f2000","f1","f12","f3","WN","BUR","PHX",369
"YES","f2000","f1","f13","f4","WN","BUR","PHX",369
"YES","f2000","f1","f14","f5","WN","BUR","PHX",369
"NO","f2000","f1","f15","f6","WN","BUR","PHX",369
"YES","f2000","f1","f16","f7","WN","BUR","PHX",369
"YES","f2000","f1","f17","f1","WN","BUR","PHX",369
"NO","f2000","f1","f18","f2","WN","BUR","PHX",369
"YES","f2000","f1","f19","f3","WN","BUR","PHX",369
"YES","f2000","f1","f21","f5","WN","BUR","PHX",369
"NO","f2000","f1","f22","f6","WN","BUR","PHX",369
"YES","f2000","f1","f24","f1","WN","BUR","PHX",369
"NO","f2000","f1","f25","f2","WN","BUR","PHX",369
"YES","f2000","f1","f26","f3","WN","BUR","PHX",369
"YES","f2000","f1","f27","f4","WN","BUR","PHX",369
"YES","f2000","f1","f30","f7","WN","BUR","PHX",369
"NO","f2000","f1","f31","f1","WN","BUR","PHX",369
"YES","f2000","f1","f2","f7","WN","BUR","PHX",369
"YES","f2000","f1","f3","f1","WN","BUR","PHX",369
"NO","f2000","f1","f4","f2","WN","BUR","PHX",369
"NO","f2000","f1","f5","f3","WN","BUR","PHX",369
"NO","f2000","f1","f6","f4","WN","BUR","PHX",369
"NO","f2000","f1","f9","f7","WN","BUR","PHX",369
"YES","f2000","f1","f10","f1","WN","BUR","PHX",369
"NO","f2000","f1","f11","f2","WN","BUR","PHX",369
"YES","f2000","f1","f12","f3","WN","BUR","PHX",369
"NO","f2000","f1","f13","f4","WN","BUR","PHX",369
"YES","f2000","f1","f14","f5","WN","BUR","PHX",369
"YES","f2000","f1","f16","f7","WN","BUR","PHX",369
"NO","f2000","f1","f17","f1","WN","BUR","PHX",369
"YES","f2000","f1","f18","f2","WN","BUR","PHX",369
"YES","f2000","f1","f19","f3","WN","BUR","PHX",369
"YES","f2000","f1","f21","f5","WN","BUR","PHX",369
"NO","f2000","f1","f23","f7","WN","BUR","PHX",369
"YES","f2000","f1","f24","f1","WN","BUR","PHX",369
"YES","f2000","f1","f25","f2","WN","BUR","PHX",369
"NO","f2000","f1","f26","f3","WN","BUR","PHX",369
"YES","f2000","f1","f27","f4","WN","BUR","PHX",369
"YES","f2000","f1","f30","f7","WN","BUR","PHX",369
"NO","f2000","f1","f31","f1","WN","BUR","PHX",369
"NO","f2000","f1","f1","f6","WN","BUR","PHX",369
"NO","f2000","f1","f1","f6","WN","BUR","PHX",369
"YES","f2000","f1","f1","f6","WN","BUR","PHX",369
"YES","f2000","f1","f2","f7","WN","BUR","PHX",369
"NO","f2000","f1","f3","f1","WN","BUR","PHX",369
"NO","f2000","f1","f4","f2","WN","BUR","PHX",369
"YES","f2000","f1","f5","f3","WN","BUR","PHX",369
"NO","f2000","f1","f6","f4","WN","BUR","PHX",369
"YES","f2000","f1","f7","f5","WN","BUR","PHX",369
"YES","f2000","f1","f8","f6","WN","BUR","PHX",369
"NO","f2000","f1","f9","f7","WN","BUR","PHX",369
"NO","f2000","f1","f10","f1","WN","BUR","PHX",369
"NO","f2000","f1","f11","f2","WN","BUR","PHX",369
"NO","f2000","f1","f12","f3","WN","BUR","PHX",369
"YES","f2000","f1","f13","f4","WN","BUR","PHX",369
"YES","f2000","f1","f14","f5","WN","BUR","PHX",369
"NO","f2000","f1","f15","f6","WN","BUR","PHX",369
"NO","f2000","f1","f16","f7","WN","BUR","PHX",369
"NO","f2000","f1","f17","f1","WN","BUR","PHX",369
"NO","f2000","f1","f18","f2","WN","BUR","PHX",369
"NO","f2000","f1","f19","f3","WN","BUR","PHX",369
"YES","f2000","f1","f20","f4","WN","BUR","PHX",369
"YES","f2000","f1","f22","f6","WN","BUR","PHX",369
"NO","f2000","f1","f23","f7","WN","BUR","PHX",369
"NO","f2000","f1","f24","f1","WN","BUR","PHX",369
"YES","f2000","f1","f25","f2","WN","BUR","PHX",369
"NO","f2000","f1","f26","f3","WN","BUR","PHX",369
"YES","f2000","f1","f27","f4","WN","BUR","PHX",369
"YES","f2000","f1","f28","f5","WN","BUR","PHX",369
"YES","f2000","f1","f29","f6","WN","BUR","PHX",369
"NO","f2000","f1","f30","f7","WN","BUR","PHX",369
"NO","f2000","f1","f31","f1","WN","BUR","PHX",369
"YES","f2000","f1","f2","f7","WN","BUR","PHX",369
"NO","f2000","f1","f4","f2","WN","BUR","PHX",369
"NO","f2000","f1","f5","f3","WN","BUR","PHX",369
"NO","f2000","f1","f6","f4","WN","BUR","PHX",369
"NO","f2000","f1","f7","f5","WN","BUR","PHX",369
"NO","f2000","f1","f9","f7","WN","BUR","PHX",369
"NO","f2000","f1","f10","f1","WN","BUR","PHX",369
"YES","f2000","f1","f11","f2","WN","BUR","PHX",369
"NO","f2000","f1","f12","f3","WN","BUR","PHX",369
"NO","f2000","f1","f13","f4","WN","BUR","PHX",369
"YES","f2000","f1","f14","f5","WN","BUR","PHX",369
"YES","f2000","f1","f16","f7","WN","BUR","PHX",369
"YES","f2000","f1","f17","f1","WN","BUR","PHX",369
"NO","f2000","f1","f18","f2","WN","BUR","PHX",369
"NO","f2000","f1","f19","f3","WN","BUR","PHX",369
"YES","f2000","f1","f20","f4","WN","BUR","PHX",369
"YES","f2000","f1","f21","f5","WN","BUR","PHX",369
"NO","f2000","f1","f24","f1","WN","BUR","PHX",369
"NO","f2000","f1","f25","f2","WN","BUR","PHX",369
"YES","f2000","f1","f26","f3","WN","BUR","PHX",369
"NO","f2000","f1","f27","f4","WN","BUR","PHX",369
"YES","f2000","f1","f28","f5","WN","BUR","PHX",369
"YES","f2000","f1","f30","f7","WN","BUR","PHX",369
"NO","f2000","f1","f31","f1","WN","BUR","PHX",369
"NO","f2000","f1","f4","f2","WN","BUR","PHX",369
"YES","f2000","f1","f5","f3","WN","BUR","PHX",369
"YES","f2000","f1","f6","f4","WN","BUR","PHX",369
"YES","f2000","f1","f7","f5","WN","BUR","PHX",369
"NO","f2000","f1","f8","f6","WN","BUR","PHX",369
"NO","f2000","f1","f10","f1","WN","BUR","PHX",369
"NO","f2000","f1","f11","f2","WN","BUR","PHX",369
"YES","f2000","f1","f13","f4","WN","BUR","PHX",369
"YES","f2000","f1","f14","f5","WN","BUR","PHX",369
"NO","f2000","f1","f15","f6","WN","BUR","PHX",369
"YES","f2000","f1","f17","f1","WN","BUR","PHX",369
"NO","f2000","f1","f18","f2","WN","BUR","PHX",369
"NO","f2000","f1","f19","f3","WN","BUR","PHX",369
"NO","f2000","f1","f20","f4","WN","BUR","PHX",369
"NO","f2000","f1","f21","f5","WN","BUR","PHX",369
"NO","f2000","f1","f22","f6","WN","BUR","PHX",369
"NO","f2000","f1","f24","f1","WN","BUR","PHX",369
"YES","f2000","f1","f25","f2","WN","BUR","PHX",369
"NO","f2000","f1","f26","f3","WN","BUR","PHX",369
"NO","f2000","f1","f27","f4","WN","BUR","PHX",369
"NO","f2000","f1","f28","f5","WN","BUR","PHX",369
"NO","f2000","f1","f29","f6","WN","BUR","PHX",369
"NO","f2000","f1","f31","f1","WN","BUR","PHX",369
"NO","f2000","f1","f1","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f2","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f3","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f4","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f5","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f6","f4","HP","BWI","PHX",1999
"NO","f2000","f1","f7","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f10","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f13","f4","HP","BWI","PHX",1999
"YES","f2000","f1","f14","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f15","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f16","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f17","f1","HP","BWI","PHX",1999
"NO","f2000","f1","f18","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f19","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f21","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f22","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f23","f7","HP","BWI","PHX",1999
"YES","f2000","f1","f24","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f25","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f27","f4","HP","BWI","PHX",1999
"YES","f2000","f1","f28","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f29","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f30","f7","HP","BWI","PHX",1999
"YES","f2000","f1","f4","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f6","f4","HP","BWI","PHX",1999
"NO","f2000","f1","f7","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f9","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f10","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f12","f3","HP","BWI","PHX",1999
"NO","f2000","f1","f13","f4","HP","BWI","PHX",1999
"NO","f2000","f1","f14","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f15","f6","HP","BWI","PHX",1999
"YES","f2000","f1","f16","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f17","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f18","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f20","f4","HP","BWI","PHX",1999
"YES","f2000","f1","f21","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f22","f6","HP","BWI","PHX",1999
"YES","f2000","f1","f23","f7","HP","BWI","PHX",1999
"YES","f2000","f1","f24","f1","HP","BWI","PHX",1999
"NO","f2000","f1","f26","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f27","f4","HP","BWI","PHX",1999
"YES","f2000","f1","f28","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f29","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f31","f1","HP","BWI","PHX",1999
"NO","f2000","f1","f1","f6","HP","BWI","PHX",1999
"YES","f2000","f1","f2","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f3","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f1","f6","HP","BWI","PHX",1999
"YES","f2000","f1","f2","f7","HP","BWI","PHX",1999
"YES","f2000","f1","f3","f1","HP","BWI","PHX",1999
"YES","f2000","f1","f4","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f5","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f6","f4","HP","BWI","PHX",1999
"NO","f2000","f1","f7","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f8","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f10","f1","HP","BWI","PHX",1999
"NO","f2000","f1","f11","f2","HP","BWI","PHX",1999
"NO","f2000","f1","f12","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f14","f5","HP","BWI","PHX",1999
"NO","f2000","f1","f15","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f16","f7","HP","BWI","PHX",1999
"NO","f2000","f1","f19","f3","HP","BWI","PHX",1999
"YES","f2000","f1","f21","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f22","f6","HP","BWI","PHX",1999
"NO","f2000","f1","f23","f7","HP","BWI","PHX",1999
"YES","f2000","f1","f25","f2","HP","BWI","PHX",1999
"YES","f2000","f1","f27","f4","HP","BWI","PHX",1999
"YES","f2000","f1","f28","f5","HP","BWI","PHX",1999
"YES","f2000","f1","f29","f6","HP","BWI","PHX",1999
"YES","f2000","f1","f31","f1","HP","BWI","PHX",1999
"NO","f2000","f1","f2","f7","WN","BWI","PHX",1999
"NO","f2000","f1","f3","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f4","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f5","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f6","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f7","f5","WN","BWI","PHX",1999
"NO","f2000","f1","f9","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f10","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f11","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f12","f3","WN","BWI","PHX",1999
"NO","f2000","f1","f13","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f14","f5","WN","BWI","PHX",1999
"NO","f2000","f1","f16","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f17","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f18","f2","WN","BWI","PHX",1999
"NO","f2000","f1","f19","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f20","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f21","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f23","f7","WN","BWI","PHX",1999
"NO","f2000","f1","f24","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f26","f3","WN","BWI","PHX",1999
"NO","f2000","f1","f27","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f28","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f30","f7","WN","BWI","PHX",1999
"NO","f2000","f1","f2","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f3","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f4","f2","WN","BWI","PHX",1999
"NO","f2000","f1","f5","f3","WN","BWI","PHX",1999
"NO","f2000","f1","f6","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f7","f5","WN","BWI","PHX",1999
"NO","f2000","f1","f8","f6","WN","BWI","PHX",1999
"NO","f2000","f1","f9","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f10","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f11","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f12","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f13","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f14","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f15","f6","WN","BWI","PHX",1999
"NO","f2000","f1","f16","f7","WN","BWI","PHX",1999
"NO","f2000","f1","f17","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f18","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f19","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f20","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f21","f5","WN","BWI","PHX",1999
"NO","f2000","f1","f22","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f23","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f26","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f27","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f28","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f29","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f30","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f31","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f1","f6","WN","BWI","PHX",1999
"NO","f2000","f1","f3","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f4","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f6","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f7","f5","WN","BWI","PHX",1999
"NO","f2000","f1","f8","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f10","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f11","f2","WN","BWI","PHX",1999
"NO","f2000","f1","f12","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f13","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f14","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f15","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f16","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f17","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f18","f2","WN","BWI","PHX",1999
"YES","f2000","f1","f20","f4","WN","BWI","PHX",1999
"NO","f2000","f1","f21","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f22","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f23","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f24","f1","WN","BWI","PHX",1999
"YES","f2000","f1","f26","f3","WN","BWI","PHX",1999
"YES","f2000","f1","f27","f4","WN","BWI","PHX",1999
"YES","f2000","f1","f28","f5","WN","BWI","PHX",1999
"YES","f2000","f1","f30","f7","WN","BWI","PHX",1999
"YES","f2000","f1","f31","f1","WN","BWI","PHX",1999
"NO","f2000","f1","f8","f6","WN","BWI","PHX",1999
"NO","f2000","f1","f15","f6","WN","BWI","PHX",1999
"NO","f2000","f1","f22","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f29","f6","WN","BWI","PHX",1999
"YES","f2000","f1","f6","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f7","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f10","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f11","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f12","f3","CO","CLE","PHX",1737
"YES","f2000","f1","f13","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f14","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f17","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f18","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f19","f3","CO","CLE","PHX",1737
"YES","f2000","f1","f20","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f21","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f24","f1","CO","CLE","PHX",1737
"YES","f2000","f1","f25","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f26","f3","CO","CLE","PHX",1737
"YES","f2000","f1","f27","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f28","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f31","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f6","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f7","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f8","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f9","f7","CO","CLE","PHX",1737
"YES","f2000","f1","f13","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f14","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f15","f6","CO","CLE","PHX",1737
"YES","f2000","f1","f16","f7","CO","CLE","PHX",1737
"YES","f2000","f1","f20","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f21","f5","CO","CLE","PHX",1737
"YES","f2000","f1","f23","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f27","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f28","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f29","f6","CO","CLE","PHX",1737
"YES","f2000","f1","f30","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f1","f6","CO","CLE","PHX",1737
"YES","f2000","f1","f2","f7","CO","CLE","PHX",1737
"YES","f2000","f1","f3","f1","CO","CLE","PHX",1737
"YES","f2000","f1","f4","f2","CO","CLE","PHX",1737
"YES","f2000","f1","f5","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f8","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f15","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f16","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f22","f6","CO","CLE","PHX",1737
"YES","f2000","f1","f23","f7","CO","CLE","PHX",1737
"YES","f2000","f1","f30","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f2","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f3","f1","CO","CLE","PHX",1737
"YES","f2000","f1","f4","f2","CO","CLE","PHX",1737
"YES","f2000","f1","f5","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f6","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f7","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f8","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f9","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f10","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f11","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f12","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f13","f4","CO","CLE","PHX",1737
"YES","f2000","f1","f14","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f16","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f17","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f18","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f19","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f20","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f21","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f22","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f23","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f24","f1","CO","CLE","PHX",1737
"NO","f2000","f1","f25","f2","CO","CLE","PHX",1737
"NO","f2000","f1","f26","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f27","f4","CO","CLE","PHX",1737
"NO","f2000","f1","f28","f5","CO","CLE","PHX",1737
"NO","f2000","f1","f29","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f30","f7","CO","CLE","PHX",1737
"NO","f2000","f1","f1","f6","CO","CLE","PHX",1737
"NO","f2000","f1","f2","f7","CO","CLE","PHX",1737
"YES","f2000","f1","f3","f1","CO","CLE","PHX",1737
"YES","f2000","f1","f4","f2","CO","CLE","PHX",1737
"YES","f2000","f1","f5","f3","CO","CLE","PHX",1737
"NO","f2000","f1","f1","f6","HP","CLE","PHX",1737
"NO","f2000","f1","f8","f6","HP","CLE","PHX",1737
"NO","f2000","f1","f2","f7","HP","CLE","PHX",1737
"YES","f2000","f1","f3","f1","HP","CLE","PHX",1737
"YES","f2000","f1","f4","f2","HP","CLE","PHX",1737
"NO","f2000","f1","f5","f3","HP","CLE","PHX",1737
"NO","f2000","f1","f6","f4","HP","CLE","PHX",1737
"NO","f2000","f1","f7","f5","HP","CLE","PHX",1737
"NO","f2000","f1","f9","f7","HP","CLE","PHX",1737
"NO","f2000","f1","f10","f1","HP","CLE","PHX",1737
"NO","f2000","f1","f11","f2","HP","CLE","PHX",1737
"NO","f2000","f1","f12","f3","HP","CLE","PHX",1737
"NO","f2000","f1","f13","f4","HP","CLE","PHX",1737
"YES","f2000","f1","f14","f5","HP","CLE","PHX",1737
"YES","f2000","f1","f16","f7","HP","CLE","PHX",1737
"NO","f2000","f1","f17","f1","HP","CLE","PHX",1737
"NO","f2000","f1","f18","f2","HP","CLE","PHX",1737
"NO","f2000","f1","f19","f3","HP","CLE","PHX",1737
"NO","f2000","f1","f20","f4","HP","CLE","PHX",1737
"YES","f2000","f1","f21","f5","HP","CLE","PHX",1737
"YES","f2000","f1","f23","f7","HP","CLE","PHX",1737
"NO","f2000","f1","f24","f1","HP","CLE","PHX",1737
"YES","f2000","f1","f25","f2","HP","CLE","PHX",1737
"YES","f2000","f1","f26","f3","HP","CLE","PHX",1737
"YES","f2000","f1","f28","f5","HP","CLE","PHX",1737
"NO","f2000","f1","f29","f6","HP","CLE","PHX",1737
"YES","f2000","f1","f30","f7","HP","CLE","PHX",1737
"YES","f2000","f1","f31","f1","HP","CLE","PHX",1737
"YES","f2000","f1","f3","f1","US","CLT","PHX",1774
"NO","f2000","f1","f4","f2","US","CLT","PHX",1774
"YES","f2000","f1","f5","f3","US","CLT","PHX",1774
"YES","f2000","f1","f6","f4","US","CLT","PHX",1774
"NO","f2000","f1","f7","f5","US","CLT","PHX",1774
"NO","f2000","f1","f8","f6","US","CLT","PHX",1774
"NO","f2000","f1","f9","f7","US","CLT","PHX",1774
"NO","f2000","f1","f10","f1","US","CLT","PHX",1774
"NO","f2000","f1","f11","f2","US","CLT","PHX",1774
"NO","f2000","f1","f12","f3","US","CLT","PHX",1774
"NO","f2000","f1","f13","f4","US","CLT","PHX",1774
"YES","f2000","f1","f14","f5","US","CLT","PHX",1774
"NO","f2000","f1","f16","f7","US","CLT","PHX",1774
"NO","f2000","f1","f17","f1","US","CLT","PHX",1774
"NO","f2000","f1","f18","f2","US","CLT","PHX",1774
"YES","f2000","f1","f19","f3","US","CLT","PHX",1774
"YES","f2000","f1","f20","f4","US","CLT","PHX",1774
"NO","f2000","f1","f21","f5","US","CLT","PHX",1774
"YES","f2000","f1","f22","f6","US","CLT","PHX",1774
"YES","f2000","f1","f23","f7","US","CLT","PHX",1774
"NO","f2000","f1","f24","f1","US","CLT","PHX",1774
"YES","f2000","f1","f25","f2","US","CLT","PHX",1774
"NO","f2000","f1","f26","f3","US","CLT","PHX",1774
"YES","f2000","f1","f27","f4","US","CLT","PHX",1774
"NO","f2000","f1","f29","f6","US","CLT","PHX",1774
"YES","f2000","f1","f30","f7","US","CLT","PHX",1774
"NO","f2000","f1","f31","f1","US","CLT","PHX",1774
"NO","f2000","f1","f1","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f2","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f3","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f5","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f6","f4","HP","CMH","PHX",1671
"YES","f2000","f1","f7","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f8","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f9","f7","HP","CMH","PHX",1671
"YES","f2000","f1","f10","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f11","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f12","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f13","f4","HP","CMH","PHX",1671
"YES","f2000","f1","f14","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f15","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f16","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f19","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f20","f4","HP","CMH","PHX",1671
"YES","f2000","f1","f21","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f24","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f25","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f27","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f28","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f29","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f30","f7","HP","CMH","PHX",1671
"YES","f2000","f1","f31","f1","HP","CMH","PHX",1671
"NO","f2000","f1","f2","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f3","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f4","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f5","f3","HP","CMH","PHX",1671
"NO","f2000","f1","f6","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f8","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f9","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f10","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f11","f2","HP","CMH","PHX",1671
"YES","f2000","f1","f12","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f13","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f14","f5","HP","CMH","PHX",1671
"YES","f2000","f1","f15","f6","HP","CMH","PHX",1671
"YES","f2000","f1","f16","f7","HP","CMH","PHX",1671
"NO","f2000","f1","f17","f1","HP","CMH","PHX",1671
"YES","f2000","f1","f18","f2","HP","CMH","PHX",1671
"NO","f2000","f1","f19","f3","HP","CMH","PHX",1671
"YES","f2000","f1","f20","f4","HP","CMH","PHX",1671
"NO","f2000","f1","f21","f5","HP","CMH","PHX",1671
"NO","f2000","f1","f22","f6","HP","CMH","PHX",1671
"NO","f2000","f1","f23","f7","HP","CMH","PHX",1671
